aardvark,Aardvark
unspectacular,peu spectaculaire
unspent,non dépensé
unspoiled,intact
unspoilt,préservé
unspoken,non-dit
unsporting,antisportif
unstable,instable
unstack,désempiler
unstacked,désempilé
unstacking,désempiler
unstained,sans tache
unstamped,non estampillé
unstated,non déclaré
unsteadily,mal à l'aise
unsteadiness,déséquilibre
unsteady,instable
unsterilised,non stérilisé
unsticking,décoller
unstimulated,non stimulé
unstinting,sans hésitation
unstintingly,sans hésitation
unstirred,unstirred
unstoppable,inarrêtable
unstoppably,imparable
unstopped,sans arrêt
unstrapped,décousu
unstressed,sans stress
unstretchable,non extensible
unstructured,déstructuré
unstuck,décollé
unsubdued,insoumis
unsubsidised,non subventionné
unsubstantial,non substantiel
unsubstantiated,sans fondement
unsubstituted,non substitué
unsubtle,peu conciliant
unsubtly,pas sûr
unsuccessful,infructueux
unsuccessfully,sans succès
unsuitability,inadéquation
unsuitable,inapproprié
unsuitableness,inadéquation
unsuitably,inadéquatement
unsuited,inapte
unsullied,sans tache
unsung,méconnu
unsupervised,sans surveillance
unsupportable,insupportable
unsupported,non pris en charge
unsuppressed,non supprimé
unsure,incertain
unsureness,incertitude
unsurfaced,non revêtu
unsurpassable,insurpassable
unsurpassed,inégalée
unsurprised,pas surpris
unsurprising,sans surprise
unsurprisingly,sans surprise
unsurvivable,insupportable
unsuspected,insoupçonné
unsuspecting,sans méfiance
unsustainable,insoutenable
unswappable,indéfendable
unsweetened,non sucré
unswerving,inébranlable
unswervingly,sans le vouloir
unsympathetic,antipathique
unsympathetically,sans sympathie
unsystematic,peu systématique
untactful,sans tact
untagged,non étiqueté
untainted,sans tache
untalented,sans talent
untamed,sauvage
untangle,démêler
untangled,démêlé
untangling,démêler
untapped,inexploité
untarnished,sans tache
untasted,sans saveur
untaught,ignorant
untaxed,non-taxé
untaxing,l'imputation
untempered,non tempéré
untenability,insoutenable
untenable,intenable
untended,sans surveillance
unterminated,sans fin
untestable,impossible à tester
untested,non testé
untethered,sans attaches
untextured,non texturé
unthinkable,impensable
unthinkably,impensable
unthinking,irréfléchi
unthinkingly,sans réfléchir
unthoughtful,impensé
untidier,untidier
untidiest,untidiest
untidily,désemparé
untidiness,désordre
untidy,désordonné
untie,délier
untied,détaché
unties,unties
until,jusqu'à
untimely,prématuré
untiring,infatigable
untitled,sans titre
unto,jusqu'à
untold,inconnu
untouchable,intouchable
untouchables,intouchables
untouched,intacte
untoward,fâcheux
untraceable,introuvable
untraced,non retracé
untrained,non formé
untrammelled,sans entraves
untransformed,non transformé
untranslatable,intraduisible
untranslated,non traduit
untransportable,intransportable
untrappable,inextricable
untreatable,intraitable
untreated,non traité
untried,non-testé
untrodden,non-traité
untroubled,tranquille
untrue,faux
untrusted,non sécurisé
untrustworthy,indigne de confiance
untrusty,peu généreux
untruth,mensonge
untruthful,mensonger
untruthfully,faussement
untruths,contrevérités
unturned,non retourné
untutored,peu instruit
untwist,défaire
untwisted,sans torsion
untying,délier
untyped,non typé
untypical,atypique
untypically,atypique
unusable,inutilisable
unusably,inutilement
unused,inutilisé
unusual,inhabituel
unusually,exceptionnellement
unutterable,indicible
unutterably,indéniablement
unvalidated,non validé
unvalued,non évalué
unvanquished,invaincu
unvarnished,sans fard
unvarying,invariable
unvaryingly,invariablement
unveil,dévoiler
unveiled,dévoilé
unveiling,dévoilement
unveils,dévoile
unventilated,non ventilé
unverifiable,invérifiable
unverified,non vérifié
unversed,non inversé
unvisitable,peu visible
unvisited,non visité
unvoiced,sourd
unwanted,indésirable
unwarily,inconsciemment
unwarmed,non armé
unwarned,non averti
unwarrantable,injustifiable
unwarrantably,sans justification
unwarranted,injustifié
unwary,imprudent
unwashed,non lavé
unwatchable,unwatchable
unwatched,non surveillé
unwavering,inébranlable
unwaveringly,sans hésitation
unweaned,non sevré
unwearied,sans espoir
unweary,désagréable
unwed,non marié
unwedded,non-branché
unwedge,se défaire
unweighted,non pondéré
unwelcome,importun
"unwelcoming                       ,",peu accueillant
unwell,indisposé
unwholesome,malsain
unwieldy,lourd
unwilling,ne voulant pas
unwillingly,contre son gré
unwillingness,réticence
unwind,se détendre
unwindable,détachable
unwinding,se détendre
unwinds,se déroule
unwisdom,imprudence
unwise,imprudent
unwisely,imprudemment
unwisest,non-sens
unwitting,involontaire
unwittingly,involontairement
unwontedly,inutilement
unworkability,impraticabilité
unworkable,impraticable
unworldly,sans vie
unworn,pas porté
unworried,pas inquiet
unworthily,indignement
unworthiness,indignité
unworthy,indigne
unwound,déroulé
unwounded,non-blessé
unwrap,déballer
unwrapped,déballé
unwrapping,déballer
unwraps,déballages
unwritten,non écrit
unyielding,inflexible
unzip,décompresser
unzipped,dézippé
unzipping,décompresser
unzips,décompresser
up,en haut
upbeat,optimiste
upbraid,reprocher
upbraided,impressionné
upbraiding,réprimande
upbraids,reniflements
upbringing,éducation
upbringings,l'éducation
upcast,levé
upcoming,prochain
updatability,mise à jour
update,mettre à jour
updated,actualisé
updater,updater
updates,mises à jour
updating,mise à
upended,bouleversé
upfield,upfield
upfront,à l'avant
upgradable,évolutif
upgrade,surclassement
upgradeable,évolutif
upgraded,mis à jour
upgrades,mises à niveau
upgrading,mise à niveau
upgradings,mises à niveau
upheaval,bouleversement
upheavals,bouleversements
upheld,confirmé
uphill,montée
uphold,défendre
upholder,défenseur
upholders,défenseurs
upholding,soutenir
upholds,maintient
upholster,tapisser
upholstered,tapissé
upholsterer,tapissier
upholsterers,tapissiers
upholstery,tapisserie
upkeep,entretien
upland,haut-plateau
uplands,hautes terres
uplift,soulèvement
uplifted,soulevé
uplifting,édifiant
uplifts,soulèvements
uplink,liaison montante
uplinks,liaisons montantes
upload,télécharger
uploaded,téléchargé
uploads,téléversements
upmarket,haut de gamme
upmost,le plus loin
upon,sur
upped,augmenté
upper,plus haut
uppercase,majuscule
upperclass,classe supérieure
uppercut,uppercut
uppermost,le plus élevé
uppers,dessus
upraised,élevé
uprate,augmenter
uprated,valorisé
uprating,en hausse
upright,droit
uprightly,avec droiture
uprightness,intégrité
uprights,montants
uprise,uprise
uprising,soulèvement
uprisings,soulèvements
upriver,en amont
uproar,tumulte
uproarious,désopilant
uproariously,vaguement
uproars,des caprices
uproo,Uproo
uproot,déraciner
uprooted,déraciné
uprooting,déracinement
uproots,déracine
ups,UPS
upset,dérangé
upsets,bouleverse
upsetting,bouleversant
upshot,résultat
upside,à l'envers
upsidedown,à l'envers
upsilon,upsilon
upstage,à l'arrière
upstaged,mis à jour
upstages,les hauts lieux
upstaging,upstaging
upstairs,en haut
upstanding,droit
upstart,parvenu
upstarts,parvenus
upstream,en amont
upsurge,recrudescence
upsurges,des recrudescences
upswing,redressement
uptake,absorption
upthrust,upthrust
uptotheminute,uptotheminute
uptown,Uptown
upturn,amélioration
upturned,retourné
upward,vers le haut
upwardly,vers le haut
upwards,vers le haut
upwind,au près
uranium,uranium
uranus,Uranus
urban,Urbain
urbane,urbain
urbanely,urbainement
urbanisation,urbanisation
urbanise,urbaniser
urbanised,urbanisé
urbanising,urbaniser
urbanites,citadins
urbanity,urbanité
urchin,oursin
urchins,les oursins
urea,urée
ureter,uretère
ureters,uretères
urethane,uréthane
urethra,urètre
urethrae,urètre
urethral,urétral
urethras,urethras
urethritis,urétrite
urge,exhorter
urged,exhorté
urgency,urgence
urgent,urgent
urgently,instamment
urges,exhorte
urging,exhortant
urgings,exhortations
urinary,urinaire
urine,urine
urn,urne
urns,urnes
urologist,urologue
ursine,ourse
urticaria,urticaire
uruguay,Uruguay
us,nous
usability,convivialité
usable,utilisable
usage,usage
usages,coutumes
usances,usances
use,utilisation
useable,utilisable
used,utilisé
useful,utile
usefully,utilement
usefulness,utilité
useless,inutile
uselessly,inutilement
uselessness,inutilité
user,utilisateur
userfriendliness,convivialité
userfriendly,convivial
users,utilisateurs
uses,les usages
usher,huissier
ushered,inauguré
usherette,ouvreuse
ushering,inauguration
ushers,huissiers
using,en utilisant
usual,habituel
usually,d'habitude
usurer,usurier
usurers,usuriers
usurious,usuraire
usurp,usurper
usurpation,usurpation
usurped,usurpé
usurper,usurpateur
usurping,usurpation
usury,usure
utah,Utah
utensil,ustensile
utensils,ustensiles
uteri,utérus
uterine,utérin
uterus,utérus
utilisation,utilisation
utilise,utiliser
utilised,utilisé
utilises,utilise
utilising,utilisant
utilitarian,utilitaire
utilitarianism,utilitarisme
utilitarians,utilitaires
utilities,services publics
utility,utilitaire
"utmost           ,",maximum
utopia,utopie
utopian,utopique
utopians,utopistes
utopias,utopies
utter,prononcer
utterance,énonciation
utterances,énoncés
uttered,prononcé
utterer,énoncer
uttering,énoncer
utterly,totalement
uttermost,extrême
utters,prononce
uturns,uturns
uvula,luette
uvular,uvulaire
vacancies,postes vacants
vacancy,poste vacant
vacant,vacant
vacantly,sans rien dire
vacate,quitter
vacated,libéré
vacates,quitte
vacating,libérer
vacation,vacances
vacations,les vacances
vaccinate,vacciner
vaccinated,vacciné
vaccinating,vacciner
vaccination,vaccination
vaccinations,vaccinations
vaccine,vaccin
vaccines,vaccins
vacillate,vaciller
vacillating,vacillant
vacillation,hésitation
vacillations,vacillations
vacua,vacua
vacuity,vacuité
vacuole,vacuole
vacuoles,vacuoles
vacuous,vide
vacuously,vide
vacuum,vide
vacuums,aspirateurs
vaduz,vaduz
vagabond,vagabond
vagabonds,vagabonds
vagrancy,vagabondage
vagrant,vagabond
vagrants,vagabonds
vague,vague
vaguely,vaguement
vagueness,imprécision
vaguer,vague
vaguest,vaguest
vain,vain
vainer,vainqueur
vainest,vain
vainglorious,vaniteux
vainglory,vanité
vainly,vainement
valance,lambrequin
vale,vallée
valediction,adieu
valedictory,valedictory
valence,valence
valencies,valences
valency,valence
valentine,Valentin
vales,vales
valet,valet
valets,valets
valhalla,valhalla
valiant,vaillant
valiantly,vaillamment
valid,valide
validate,valider
validated,validé
validates,valide
validating,valider
validation,validation
validity,validité
validly,valablement
valise,valise
valley,vallée
valleys,vallées
valour,valeur
valuable,de valeur
valuables,objets de valeur
valuation,évaluation
valuations,évaluations
value,valeur
valueadded,valeur ajoutée
valued,estimé
valueformoney,le rapport qualité prix
valueless,sans valeur
valuer,expert
valuers,évaluateurs
values,valeurs
valuing,valoriser
valuta,valuta
valve,soupape
valves,vannes
vamp,vamp
vamped,vamped
vamper,vampire
vamping,vamping
vampire,vampire
vampires,vampires
vamps,vamps
van,van
vanadium,vanadium
vandal,vandale
vandalise,vandaliser
vandalised,vandalisé
vandalising,vandaliser
vandalism,vandalisme
vandals,vandales
vane,girouette
vaned,vaned
vanes,vanes
vangogh,Van Gogh
vanguard,avant-garde
vanilla,vanille
vanish,disparaître
vanished,disparu
vanishes,disparaît
vanishing,disparition
vanishingly,disparaissant
vanities,vanités
vanity,vanité
vanquish,vaincre
vanquished,vaincu
vanquishing,vaincre
vans,fourgonnettes
vantage,avantage
vapid,insipide
vaporisation,vaporisation
vaporise,vaporiser
vaporised,vaporisé
vaporising,vaporisation
vaporous,vaporeux
vapour,vapeur
vapours,vapeurs
variability,variabilité
variable,variable
variables,variables
variably,variablement
variance,variance
variances,variances
variant,une variante
variants,variantes
variate,varier
variates,varie
variation,variation
variational,variationnel
variations,variations
varicose,variqueux
varied,varié
variegated,panaché
varies,varie
varietal,cépage
varieties,variétés
variety,variété
various,divers
variously,diversement
varnish,vernis
varnished,verni
varnishes,vernis
varnishing,vernissage
varsity,université
vary,varier
varying,variant
vascular,vasculaire
vase,vase
vasectomies,Vasectomie
vasectomy,vasectomie
vaseline,vaseline
vases,vases
vassal,vassal
vassalage,vassalité
vassals,vassaux
vast,vaste
vaster,plus vaste
vastly,énormément
vastness,immensité
vat,T.V.A
vatican,Vatican
vats,cuves
vault,voûte
vaulted,voûté
vaulting,voûte
vaults,coffres
vaunted,vanté
vaunting,vantant
veal,veau
vector,vecteur
vectored,vectorisé
vectoring,vectorisation
"vectorisation               ,",vectorisation
vectorised,vectorisé
vectors,vecteurs
veer,virer
veered,viré
veering,virant
veers,vire
veg,légumes
vegan,végétalien
vegans,vegans
vegetable,légume
vegetables,des légumes
vegetarian,végétarien
vegetarianism,végétarisme
vegetarians,végétariens
vegetate,végéter
vegetated,végétalisé
vegetating,végéter
vegetation,végétation
vegetational,végétal
vegetative,végétatif
vegetive,végétatif
veggies,légumes
vehemence,véhémence
vehement,véhément
vehemently,avec véhémence
vehicle,véhicule
vehicles,Véhicules
vehicular,véhicule
veil,voile
veiled,voilé
veiling,voilage
veils,des voiles
vein,veine
veined,veiné
veins,veines
velar,vélaire
veld,veld
veldt,veld
vellum,vélin
velocipede,vélocipède
velocities,vitesses
velocity,rapidité
velodrome,vélodrome
velour,velour
velum,voile du palais
velvet,velours
velveteen,velours
velveteens,velveteens
velvets,velours
velvety,velouté
venal,vénal
venality,vénalité
vend,vendre
venders,vendeurs
vendetta,Vendetta
vendettas,vendettas
vending,vente
vendor,vendeur
vendors,vendeurs
vends,vends
veneer,vernis
veneered,plaqué
veneers,facettes
venerable,vénérable
venerate,vénérer
venerated,vénéré
venerates,vénère
venerating,vénérer
veneration,vénération
venereal,vénérien
venetian,vénitien
vengeance,vengeance
vengeful,vengeur
vengefully,vengeance
venial,véniel
venice,Venise
venison,venaison
venom,venin
venomous,venimeux
venomously,venimeux
venoms,venins
venose,venose
venous,veineux
vent,évent
vented,ventilé
ventilate,ventiler
ventilated,ventilé
ventilating,ventilation
ventilation,ventilation
ventilator,ventilateur
ventilators,ventilateurs
venting,ventilation
ventings,aérations
ventral,ventral
ventrally,ventralement
ventricle,ventricule
ventricles,ventricules
ventricular,ventriculaire
ventriloquism,ventriloquie
ventriloquist,ventriloque
ventriloquists,ventriloques
ventriloquy,ventriloque
vents,évents
venture,entreprise
ventured,aventuré
venturer,aventurier
ventures,entreprises
venturesome,aventureux
venturing,s'aventurer
venue,lieu
venues,lieux
venus,Vénus
veracity,véracité
veranda,véranda
verandah,véranda
verandahs,vérandas
verandas,vérandas
verb,verbe
verbal,verbal
verbalise,verbaliser
verbally,verbalement
verbals,verbaux
verbatim,textuellement
verbiage,verbiage
verbose,verbeux
verbosely,verbeusement
verboseness,verbosité
verbosity,verbosité
verbs,verbes
verdant,verdoyant
verdict,verdict
verdicts,verdicts
verdigris,vert-de-gris
verdure,verdure
verge,bord
verged,vergé
verger,bedeau
verges,verges
verging,frémissant
verifiability,vérifiabilité
verifiable,vérifiable
verification,vérification
verifications,vérifications
verified,vérifié
verifier,vérificateur
verifiers,vérificateurs
verifies,vérifie
verify,Vérifier
verifying,vérifier
verily,en vérité
verisimilitude,vraisemblance
veritable,véritable
veritably,Véritablement
verities,vérités
verity,vérité
vermilion,vermillon
vermin,vermine
verminous,vermineux
vernacular,vernaculaire
"vernal              ,",vernal
vernier,vernier
verona,Vérone
versatile,polyvalent
versatility,versatilité
verse,verset
versed,versé
verses,versets
versicle,versicle
versification,versification
versifier,versificateur
version,version
versions,versions
versus,contre
vertebra,vertèbre
vertebrae,vertèbres
vertebral,vertébral
vertebrate,vertébré
vertebrates,les vertébrés
vertex,sommet
vertical,verticale
verticality,verticalité
vertically,verticalement
verticals,verticales
vertices,sommets
vertiginous,vertigineux
vertigo,vertige
verve,verve
very,très
vesicle,vésicule
vesicles,vésicules
vesicular,vésiculaire
vespers,vêpres
vessel,navire
vessels,navires
vest,gilet
vestal,vestale
vested,acquis
vestibular,vestibulaire
vestibule,vestibule
vestibules,vestibules
vestige,vestige
vestiges,vestiges
vestigial,rudimentaire
vesting,acquisition
vestment,vêtement
vestments,vêtements
vestry,sacristie
vests,gilets
vesuvius,vésuve
vet,vétérinaire
veteran,vétéran
veterans,anciens combattants
veterinary,vétérinaire
veto,veto
vetoed,veto
vetoing,veto
vets,vétérinaires
vetted,approuvé
vetting,vetting
vex,vexer
vexation,vexation
vexations,vexations
vexatious,vexatoire
vexed,fâché
vexes,vexes
vexing,vexer
via,via
viability,viabilité
viable,viable
viably,viably
viaduct,viaduc
viaducts,viaducs
vial,ampoule
vials,flacons
vibes,ambiance
vibrancy,dynamisme
vibrant,vibrant
vibrantly,vibrant
vibrate,vibrer
vibrated,vibré
vibrates,vibre
vibrating,vibrant
vibration,vibration
vibrational,vibratoire
vibrationally,vibrationnellement
vibrations,vibrations
vibrato,vibrato
vibrator,vibreur
vibrators,vibrateurs
vibratory,vibratoire
vicar,vicaire
vicarage,presbytère
vicarages,les vicariats
vicarious,vicaire
vicariously,par procuration
vicars,vicaires
vice,vice
vicechancellor,vice chancelier
vicechancellors,vicechancellors
vicepresidency,viceprésidence
vicepresident,vice président
vicepresidential,viceprésidentiel
vicepresidents,vice-présidents
viceroy,vice-roi
viceroys,vice-rois
vices,vices
vicinities,proximités
vicinity,environs
vicious,vicieux
viciously,vicieusement
viciousness,méchanceté
vicissitude,vicissitudes
vicissitudes,vicissitudes
victim,victime
victimisation,victimisation
victimise,victimiser
victimised,victimisé
victimises,victimise
victimising,victimiser
victimless,sans victime
victims,les victimes
victor,Victor
victoria,victoria
victories,victoires
victorious,victorieux
victoriously,victorieusement
victors,vainqueurs
victory,la victoire
victualling,l'avitaillement
victuals,vivres
video,vidéo
videoconferencing,vidéo conférence
videodisc,vidéodisque
videoed,vidéo
videoing,vidéo
videophone,vidéophone
videos,vidéos
videotape,cassette vidéo
videotaped,enregistré sur bande vidéo
videotapes,vidéocassettes
videotaping,enregistrement vidéo
vie,vie
vied,rivalisé
vienna,Vienne
vier,vier
vies,vies
view,vue
viewable,visible
viewed,vu
viewer,téléspectateur
viewers,les spectateurs
viewfinder,viseur
viewfinders,viseurs
viewing,visualisation
viewings,visionnages
viewpoint,point de vue
viewpoints,points de vue
views,vues
vigil,veillée
vigilance,vigilance
vigilant,vigilant
vigilante,justicier
vigilantes,vigilantes
vigilantly,vigilant
vigils,vigiles
vignette,vignette
vignettes,vignettes
vigorous,vigoureux
vigorously,vigoureusement
vigour,vigueur
viking,viking
vikings,vikings
vile,vil
vilely,vilely
vileness,bassesse
viler,viler
vilest,le plus vil
vilification,diffamation
vilified,vilipendé
vilify,diffamer
vilifying,vilipendant
villa,villa
village,village
villager,villageois
villagers,villageois
villages,les villages
villain,scélérat
villainous,infâme
villains,vilains
villainy,infamie
villas,villas
vim,vim
vims,vims
vindicate,justifier
vindicated,confirmé
vindicates,vindicates
vindicating,revendiquer
vindication,justification
vindictive,vindicatif
vindictively,vindictivement
vindictiveness,caractère vindicatif
vine,vigne
vinegar,le vinaigre
vinegars,vinaigres
vines,vignes
vineyard,vignoble
vineyards,vignes
vino,vino
vintage,cru
vintages,millésimes
vintner,vigneron
vinyl,vinyle
vinyls,vinyles
viol,viole
viola,alto
violas,altos
violate,violer
violated,violé
violates,viole
violating,violer
violation,violation
violations,violations
violator,violateur
violators,violateurs
violence,la violence
violent,violent
violently,violemment
violet,violet
"violets              ,",violettes
violin,violon
violinist,violoniste
violinists,violonistes
violins,violons
violist,altiste
viper,vipère
vipers,vipères
virago,virago
viral,viral
virgil,virgil
virgin,vierge
virginal,virginal
virginia,Virginie
virginity,virginité
virgins,vierges
virile,virile
virility,virilité
virology,virologie
virtual,virtuel
virtually,virtuellement
virtue,vertu
virtues,vertus
virtuosi,virtuose
virtuosic,virtuose
virtuosity,virtuosité
virtuoso,virtuose
virtuous,vertueux
virtuously,vertueusement
virulence,virulence
virulent,virulent
virulently,virulente
virus,virus
viruses,les virus
visa,visa
visage,visage
visas,visas
viscose,viscose
viscosity,viscosité
viscount,vicomte
viscounts,les vicomtes
viscous,visqueux
vise,vice
visibilities,visibilités
visibility,visibilité
visible,visible
visibly,visiblement
vision,vision
visionaries,visionnaires
visionary,visionnaire
visions,visions
visit,visite
visitable,visitable
visitant,visitant
visitation,visitation
visitations,les visites
visited,a visité
visiting,visiter
visitor,visiteur
visitors,visiteurs
visits,des visites
visor,visière
visors,visières
vista,vue
vistas,vistas
visual,visuel
visualisation,visualisation
visualise,visualiser
visualised,visualisé
visualising,visualisation
visually,visuellement
visuals,visuels
vital,vital
vitalise,vitaliser
vitality,vitalité
vitally,absolument
vitals,vitaux
vitamin,vitamine
vitamins,vitamines
vitiate,vicier
vitiated,vicié
vitiates,vitite
vitiating,vicier
vitreous,vitreux
vitrified,vitrifié
vitriol,vitriol
vitriolic,vitriol
vituperate,vitupérer
vituperation,vitupération
vituperative,vituperative
viva,viva
vivacious,vivace
vivaciously,avec vivacité
vivacity,vivacité
vivid,vif
vividly,vivement
vividness,vivacité
vivified,vivifié
vivisected,vivisected
vivisection,vivisection
vivisectionist,vivisectionniste
vivisectionists,vivisectionists
vixen,renarde
vixens,vixens
vizier,vizir
vocabularies,vocabulaires
vocabulary,vocabulaire
vocal,vocal
vocalisation,vocalisation
vocalisations,vocalisations
vocalise,vocalise
vocalised,vocalisé
vocalising,vocaliser
vocalist,chanteur
vocalists,les chanteurs
vocally,vocalement
vocals,voix
vocation,vocation
vocational,professionnel
vocationally,professionnellement
vocations,vocations
vocative,vocatif
vociferous,bruyant
vociferously,vocifère
vodka,Vodka
vogue,vogue
voice,voix
voiced,voisé
voiceless,sans voix
voices,voix
voicing,sonorisation
voicings,voicings
void,vide
voidable,annulable
voided,annulé
voiding,miction
voids,vides
voile,voile
volatile,volatil
volatiles,volatiles
volatility,volatilité
volcanic,volcanique
volcanically,volcanique
volcanism,volcanisme
volcano,volcan
vole,campagnol
voles,campagnols
volga,volga
volition,volition
volley,volée
volleyball,volley-ball
volleyed,volé
volleying,volley
volleys,volées
volt,volt
voltage,Tension
voltages,les tensions
voltmeter,voltmètre
volts,volts
volubility,volubilité
voluble,volubile
volubly,volubly
volume,le volume
volumes,les volumes
volumetric,volumétrique
voluminous,volumineux
voluntarily,volontairement
voluntary,volontaire
volunteer,bénévole
volunteered,volontaire
volunteering,faire du bénévolat
volunteers,bénévoles
voluptuous,voluptueux
voluptuously,voluptueusement
voluptuousness,volupté
volute,volute
vomit,vomir
vomited,vomi
vomiting,vomissement
vomits,vomit
voodoo,vaudou
voracious,vorace
voraciously,voracement
voracity,voracité
vortex,vortex
vortexes,vortex
vortices,tourbillons
vorticity,vorticité
"vote                         ,",vote
voted,voté
voteless,sans voix
voter,électeur
voters,les électeurs
votes,votes
voting,vote
votive,votif
vouch,garant
vouched,certifié
voucher,bon
vouchers,pièces justificatives
vouches,vouches
vouchsafe,accorder
vouchsafed,vouchsafed
vouchsafing,vouchsafing
vow,vœu
vowed,juré
vowel,une voyelle
vowels,les voyelles
vowing,vœu
vows,vœux
voyage,voyage
voyaged,voyagé
voyager,voyageur
voyagers,voyageurs
voyages,voyages
voyaging,voyager
voyeur,voyeur
voyeurism,voyeurisme
voyeuristic,voyeuriste
voyeurs,voyeurs
vulcan,Vulcain
vulcanise,vulcaniser
vulcanised,vulcanisé
vulcanism,vulcanisme
vulcanologist,vulcanologue
vulgar,vulgaire
vulgarities,vulgarités
vulgarity,la vulgarité
vulgarly,vulgairement
vulgate,Vulgate
vulnerabilities,vulnérabilités
vulnerability,vulnérabilité
vulnerable,vulnérable
vulpine,vulpin
vulture,vautour
vultures,vautours
vulva,vulve
vying,concurrence
wackier,plus fou
wacky,farfelu
wad,liasse
wadding,ouate
waddle,se dandiner
waddled,se dandiner
waddles,se dandine
waddling,se dandiner
wade,patauger
waded,pataugeant
wader,échassier
waders,cuissardes
wades,Wades
wadi,oued
wading,pataugeant
wadings,patauger
wadis,wadis
wads,bourres
wafer,tranche
wafers,gaufrettes
waffle,gaufre
waffled,gaufré
waffles,gaufres
waft,bouffée
wafted,flottait
wafting,flottant
wafts,des bouffées
wafture,wafture
wag,remuer
wage,salaire
waged,payé
wager,pari
wagered,misé
wagerer,parieur
wagers,paris
wages,les salaires
wagged,remué
waggery,blague
wagging,remuer
waggish,facétieux
waggishly,vaguement
waggle,remuer
waggled,agité
waggles,waggles
waggling,agiter
waggly,waggly
waggoners,waggoners
waggons,wagons
waging,mener
wagon,wagon
wagons,wagons
wags,wags
wagtail,bergeronnette
wagtails,berger
waif,enfant abandonné
waifs,waifs
wail,lamenter
wailed,pleuré
wailer,Wailer
wailing,pleurs
wails,des plaintes
wainscot,lambris
wainscoting,lambris
waist,taille
waistband,ceinture
waistcoat,gilet
waistcoats,gilets
waistline,taille
waists,taille
wait,attendez
waited,attendu
waiter,serveur
waiters,les serveurs
waiting,attendre
waitress,serveuse
waitresses,serveuses
waits,attentes
waive,renoncer à
waived,renoncé
waiver,renonciation
waivers,dérogations
waives,renonce
waiving,renoncer
wake,réveiller
waked,éveillé
wakeful,éveillé
wakefulness,vigilance
waken,réveiller
wakened,éveillé
wakening,éveil
wakens,se réveille
wakes,se réveille
waking,veille
wales,Pays de Galles
walk,marche
walkable,à pied
walkabout,walkabout
walkabouts,des promenades
walked,marcha
walker,marcheur
walkers,marcheurs
walkietalkie,talkie walkie
walkietalkies,Walkietalkies
walking,en marchant
walkout,Se promener
walkover,victoire facile
walks,des promenades
walkway,passerelle
walkways,allées
wall,mur
wallabies,wallabies
wallaby,wallaby
wallchart,tableau mural
walled,muré
wallet,portefeuille
wallets,portefeuilles
wallflower,giroflée
wallflowers,giroflées
walling,mur
wallop,coup
wallow,se vautrer
wallowed,vautré
wallowing,se vautrer
wallows,se vautre
wallpaper,fond d'écran
wallpapering,tapisserie
wallpapers,papiers peints
walls,des murs
walltowall,mur contre mur
walnut,noyer
walnuts,noix
walrus,morse
walruses,morses
waltz,valse
waltzed,valsé
waltzes,valses
waltzing,valser
wan,blême
wand,baguette magique
wander,errer
wandered,erré
wanderer,vagabond
wanderers,vagabonds
wandering,errant
wanderings,errances
wanderlust,esprit d'aventure
wanders,errance
wands,baguettes
wane,décliner
waned,décliné
wanes,wanes
waning,déclin
wanly,wanly
want,vouloir
wanted,voulait
wanting,vouloir
wanton,capricieux
wantonly,à volonté
wantonness,libertinage
wants,veut
wapiti,wapiti
wapitis,wapitis
war,guerre
warble,gazouillis
warbled,défoncé
warbler,fauvette
warblers,fauvettes
warbles,bourdonnements
warbling,chant
ward,quartier
warded,protégé
warden,directeur
wardens,gardiens
warder,gardien
warders,gardiens
warding,la garde
wardrobe,garde-robe
wardrobes,armoires
wards,quartiers
wardship,tutelle
ware,ware
warehouse,entrepôt
warehoused,entreposé
warehouseman,manutentionnaire
warehousemen,manutentionnaires
warehouses,entrepôts
warehousing,entreposage
wares,marchandises
warfare,guerre
warhead,ogive
warheads,ogives
warhorse,Cheval de bataille
warhorses,warhorses
wariest,wariest
warily,avec prudence
wariness,prudence
waring,waring
warlike,guerrier
warlock,démoniste
warlocks,démonistes
warlord,chef militaire
warlords,seigneurs de la guerre
warm,chaud
warmblooded,à sang chaud
warmed,réchauffé
warmer,plus chaud
warmers,réchauffeurs
warmest,le plus chaud
"warmhearted                ,",chaleureux
warmheartedness,chaleureuse
warming,échauffement
warmish,chaleureuse
warmly,chaleureusement
warmness,chaleur
warmonger,belliciste
warms,réchauffe
warmth,chaleur
warmup,réchauffer
warn,prévenir
warned,averti
warners,avertisseurs
warning,Attention
warningly,avertissement
warnings,avertissements
warns,avertit
warp,chaîne
warpaint,peinture de guerre
warpath,chemin de guerre
warped,voilé
warping,gauchissement
warplanes,avions de guerre
warps,déformations
warrant,mandat
warranted,garanti
warranties,garanties
warranting,justifiant
warrants,mandats
warranty,garantie
warred,en guerre
warren,garenne
warrens,warrens
warring,en guerre
warrior,guerrier
warriors,guerriers
wars,guerres
warsaw,varsovie
warship,navire de guerre
warships,navires de guerre
wart,verrue
warthog,phacochère
warthogs,phacochères
wartime,temps de guerre
warts,verrues
warty,warty
wary,prudent
was,était
wash,lavage
washable,lavable
washbasin,lavabo
washbasins,lavabos
washboard,planche à laver
washday,Washday
washed,lavé
washer,machine à laver
washers,rondelles
washerwoman,laveuse
washerwomen,lavandières
washes,lavages
washing,la lessive
washings,lavages
washington,Washington
washout,lavage
